Contest ID, Bug ID,,, Bug Description,link,,
42, L-01,,,[L-01] MochiVault.flashFee() May Truncate Result Submitted by leastwood,[L-01]?MochiVault.flashFee()?May Truncate Result?Submitted by leastwood,,
42, L-02,,,"[L-02] FeePoolV0.sol Lack of input validation Submitted by WatchPug, also found by cmichel and pauliax","[L-02]?FeePoolV0.sol?Lack of input validation?Submitted by WatchPug, also found by cmichel and pauliax",,
42, L-03,,,[L-03] Minor precision loss Submitted by WatchPug,[L-03] Minor precision loss?Submitted by WatchPug,,
42, L-04,,,[L-04] Key currencies can be double counted Submitted by cmichel,[L-04] Key currencies can be double counted?Submitted by cmichel,,
42, L-05,,,[L-05] Mochi fees can be accidentally burned Submitted by cmichel,[L-05] Mochi fees can be accidentally burned?Submitted by cmichel,,
42, L-06,,,[L-06] Flashloan fee griefing attack for existing approvals Submitted by cmichel,[L-06] Flashloan fee griefing attack for existing approvals?Submitted by cmichel,,
42, L-07,,,[L-07] Unsafe int256 casts in accrueDebt Submitted by cmichel,[L-07] Unsafe?int256?casts in?accrueDebt?Submitted by cmichel,,
42, L-08,,,"[L-08] Unchecked low level call Submitted by loop, also found by cmichel","[L-08] Unchecked low level call?Submitted by loop, also found by cmichel",,
42, L-09,,,[L-09] UniswapV2CSSR assumes data was observed when block state was inserted Submitted by cmichel,[L-09]?UniswapV2CSSR?assumes data was observed when block state was inserted?Submitted by cmichel,,
42, L-10,,,"[L-10] FRONT-RUNNABLE INITIALIZERS Submitted by defsec, also found by pants","[L-10] FRONT-RUNNABLE INITIALIZERS?Submitted by defsec, also found by pants",,
43, L-01,,,"[L-01] addValidator(): Validator's commission rate should be checked to not exceed divider Submitted by hickuphh3, also found by cmichel, jonah1005, and pauliax","[L-01]?addValidator(): Validator's commission rate should be checked to not exceed divider?Submitted by hickuphh3, also found by cmichel, jonah1005, and pauliax",,
43, L-02,,,[L-02] Line 127 lack of precision Submitted by pants,[L-02] Line 127 lack of precision?Submitted by pants,,
43, L-03,,,[L-03] addValidatior doesn't check new validator address != 0 Submitted by pants,[L-03] addValidatior doesn't check new validator address != 0?Submitted by pants,,
43, L-04,,,[L-04] Unbounded iteration over validators array Submitted by cmichel,[L-04] Unbounded iteration over validators array?Submitted by cmichel,,
44, L-01,,,"[L-01] Ownable Contract Does Not Implement Two-Step Transfer Ownership Pattern Submitted by leastwood, also found by elprofesor and WatchPug","[L-01]?Ownable?Contract Does Not Implement Two-Step Transfer Ownership Pattern?Submitted by leastwood, also found by elprofesor and WatchPug",,
44, L-02,,,[L-02] Wrong value for SwappedTokens event parameter Submitted by WatchPug,[L-02] Wrong value for?SwappedTokens?event parameter?Submitted by WatchPug,,
44, L-03,,,"[L-03] Insufficient input validation Submitted by WatchPug, also found by cmichel, leastwood, and pants","[L-03] Insufficient input validation?Submitted by WatchPug, also found by cmichel, leastwood, and pants",,
44, L-04,,,"[L-04] Incorrect FeesSwept amount being emitted in sweepFees function Submitted by harleythedog, also found by pauliax","[L-04] Incorrect?FeesSwept?amount being emitted in?sweepFees?function?Submitted by harleythedog, also found by pauliax",,
44, L-05,,,"[L-05] Token Can Deny Execution of sweepFees() Function Submitted by leastwood, also found by JMukesh and 0xngndev","[L-05] Token Can Deny Execution of?sweepFees()?Function?Submitted by leastwood, also found by JMukesh and 0xngndev",,
44, L-06,,,"[L-06] Swap fee can be set to 100% Submitted by TomFrench, also found by pauliax","[L-06] Swap fee can be set to 100%?Submitted by TomFrench, also found by pauliax",,
44, L-07,,,[L-07] Contract does not work well with fee-on transfer tokens Submitted by cmichel,[L-07] Contract does not work well with fee-on transfer tokens?Submitted by cmichel,,
44, L-08,,,[L-08] Events not indexed Submitted by harleythedog,[L-08] Events not indexed?Submitted by harleythedog,,
44, L-09,,,[L-09] Open TODOs Submitted by pants,[L-09] Open TODOs?Submitted by pants,,
45, L-01,,,"[L-01] Zero-address checks are missing Submitted by defsec, also found by pants and pauliax","[L-01] Zero-address checks are missing?Submitted by defsec, also found by pants and pauliax",,
45, L-02,,,[L-02] Lack of precision in wadDiv Submitted by pants,[L-02] Lack of precision in?wadDiv?Submitted by pants,,
45, L-03,,,[L-03] setHalfDecayPoint check allowed values Submitted by gpersoon,[L-03]?setHalfDecayPoint?check allowed values?Submitted by gpersoon,,
45, L-04,,,[L-04] withdrawRewards should send remaining balance Submitted by cmichel,[L-04]?withdrawRewards?should send remaining balance?Submitted by cmichel,,
45, L-05,,,[L-05] repayBorrowWithPermit is missing nonReentrant Submitted by cmichel,[L-05]?repayBorrowWithPermit?is missing?nonReentrant?Submitted by cmichel,,
45, L-06,,,"[L-06] Unbounded iteration in deleteMarket Submitted by cmichel, also found by pauliax","[L-06] Unbounded iteration in?deleteMarket?Submitted by cmichel, also found by pauliax",,
45, L-07,,,[L-07] withdrawSeq might not be set Submitted by cmichel,[L-07]?withdrawSeq?might not be set?Submitted by cmichel,,
45, L-08,,,[L-08] UToken.__UToken_init can be frontrun Submitted by pants,[L-08] UToken.__UToken_init can be frontrun?Submitted by pants,,
45, L-09,,,[L-09] UToken.sol should inherits and complies with IUToken.sol Submitted by WatchPug,[L-09]?UToken.sol?should inherits and complies with?IUToken.sol?Submitted by WatchPug,,
45, L-10,,,[L-10] Improper Upper Bound Definition on the New Member Fee Submitted by defsec,[L-10] Improper Upper Bound Definition on the New Member Fee?Submitted by defsec,,
45, L-11,,,[L-11] Governor contract is not matching Contract source Submitted by csanuragjain,[L-11] Governor contract is not matching Contract source?Submitted by csanuragjain,,
45, L-12,,,"[L-12] Two-step change of a critical parameter Submitted by pauliax, also found by pants","[L-12] Two-step change of a critical parameter?Submitted by pauliax, also found by pants",,
47, L-01,,,[L-01] The value parameter of the Transfer event is wrong Submitted by WatchPug,[L-01] The?value?parameter of the?Transfer?event is wrong?Submitted by WatchPug,,
47, L-02,,,"[L-02] pendingGovernance and Governace address can be same Submitted by JMukesh, also found by hack3r-0m","[L-02] pendingGovernance and Governace address can be same?Submitted by JMukesh, also found by hack3r-0m",,
47, L-03,,,[L-03] use of depreciated "now" Submitted by JMukesh,[L-03] use of depreciated "now"?Submitted by JMukesh,,
47, L-04,,,"[L-04] In updatePricePerShare() no value is returned Submitted by JMukesh, also found by pauliax","[L-04] In?updatePricePerShare()?no value is returned?Submitted by JMukesh, also found by pauliax",,
47, L-05,,,[L-05] updatePricePerShare should be run atomically with setCore() to make sure pricePerShare is up-to-date with the new Core Submitted by WatchPug,[L-05]?updatePricePerShare?should be run atomically with?setCore()?to make sure?pricePerShare?is up-to-date with the new Core?Submitted by WatchPug,,
47, L-06,,,[L-06] Redundant use of virtual Submitted by WatchPug,[L-06] Redundant use of?virtual?Submitted by WatchPug,,
47, L-07,,,"[L-07] initialize functions can be frontrun Submitted by cmichel, also found by pants, ych18, and defsec","[L-07]?initialize?functions can be frontrun?Submitted by cmichel, also found by pants, ych18, and defsec",,
47, L-08,,,"[L-08] Missing parameter validation Submitted by cmichel, also found by jah, pants, and JMukesh","[L-08] Missing parameter validation?Submitted by cmichel, also found by jah, pants, and JMukesh",,
47, L-09,,,[L-09] Pending governance is not cleared Submitted by cmichel,[L-09] Pending governance is not cleared?Submitted by cmichel,,
47, L-10,,,"[L-10] Add zero address validation in the setPendingGovernance function Submitted by defsec, also found by JMukesh","[L-10] Add zero address validation in the setPendingGovernance function?Submitted by defsec, also found by JMukesh",,
47, L-11,,,[L-11] Deprecated Function Usage Submitted by defsec,[L-11] Deprecated Function Usage?Submitted by defsec,,
47, L-12,,,"[L-12] PREVENT DIV BY 0 Submitted by defsec, also found by pauliax","[L-12] PREVENT DIV BY 0?Submitted by defsec, also found by pauliax",,
47, L-13,,,[L-13] use safeTransfer instead of transfer of ibbtc Submitted by pants,[L-13] use safeTransfer instead of transfer of ibbtc?Submitted by pants,,
47, L-14,,,[L-14] Consider making contracts Pausable Submitted by pauliax,[L-14] Consider making contracts Pausable?Submitted by pauliax,,
47, L-15,,,[L-15] Lack of address(0) check Submitted by pmerkleplant,[L-15] Lack of?address(0)?check?Submitted by pmerkleplant,,
49, L-01,,,"[L-01] OVL token shouldn't be available for substitution, needs to be set only once Submitted by hyh","[L-01] OVL token shouldn't be available for substitution, needs to be set only once?Submitted by hyh",,
49, L-02,,,[L-02] Incorrect position indexing Submitted by xYrYuYx,[L-02] Incorrect position indexing?Submitted by xYrYuYx,,
49, L-03,,,[L-03] OverlayV1Market.update function is public function Submitted by xYrYuYx,[L-03] OverlayV1Market.update function is public function?Submitted by xYrYuYx,,
49, L-04,,,[L-04] Constructor Lack of Input Validation for _compoundingPeriod Submitted by Meta0xNull,[L-04] Constructor Lack of Input Validation for _compoundingPeriod?Submitted by Meta0xNull,,
49, L-05,,,[L-05] OverlayToken.sol Insufficient input validation Submitted by WatchPug,[L-05]?OverlayToken.sol?Insufficient input validation?Submitted by WatchPug,,
49, L-06,,,[L-06] Missing setter function for OverlayV1Mothership#marginBurnRate Submitted by WatchPug,[L-06] Missing setter function for?OverlayV1Mothership#marginBurnRate?Submitted by WatchPug,,
49, L-07,,,[L-07] OverlayV1UniswapV3Market assumes one of the tokens is ETH Submitted by cmichel,[L-07]?OverlayV1UniswapV3Market?assumes one of the tokens is ETH?Submitted by cmichel,,
49, L-08,,,[L-08] Missing macroWindow > microWindow check Submitted by cmichel,[L-08] Missing?macroWindow > microWindow?check?Submitted by cmichel,,
49, L-09,,,[L-09] contract OverlayV1OI isn't abstract Submitted by gpersoon,[L-09] contract OverlayV1OI isn't abstract?Submitted by gpersoon,,
49, L-10,,,[L-10] No user friendly error message when _leverage==0 Submitted by gpersoon,[L-10] No user friendly error message when _leverage==0?Submitted by gpersoon,,
49, L-11,,,[L-11] Should add reentrancy guard modifiers Submitted by jayjonah8,[L-11] Should add reentrancy guard modifiers?Submitted by jayjonah8,,
49, L-12,,,"[L-12] Open TODOs in Codebase Submitted by pauliax, also found by Meta0xNull, pants, and ye0lde","[L-12] Open TODOs in Codebase?Submitted by pauliax, also found by Meta0xNull, pants, and ye0lde",,
49, L-13,,,[L-13] Discrepancies between the interface and implementation Submitted by pauliax,[L-13] Discrepancies between the interface and implementation?Submitted by pauliax,,
49, L-14,,,[L-14] Incorrect comments Submitted by ye0lde,[L-14] Incorrect comments?Submitted by ye0lde,,
5, L-01,,,Missing event for critical init() function in Factory.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/108,,
5, L-02,,,Uninitialized variable leads to zero-fees for first transfer in Vader.sol ,https://github.com/code-423n4/2021-04-vader-findings/issues/203,,
5, L-03,,,Misleading comment for deposit() function of Vault.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/48,,
5, L-04,,,Fee can be at most 1% and dead code,https://github.com/code-423n4/2021-04-vader-findings/issues/221,,
5, L-05,,,Lack of zero address validation in init() function,https://github.com/code-423n4/2021-04-vader-findings/issues/12,,
5, L-06,,,Events not emitted ,https://github.com/code-423n4/2021-04-vader-findings/issues/250,,
5, L-07,,,Swap fee not applied,https://github.com/code-423n4/2021-04-vader-findings/issues/272,,
5, L-08,,,"The Calculation For nextEraTime Drifts, Causing Eras To Occur Further And Further Into The Future",https://github.com/code-423n4/2021-04-vader-findings/issues/193,,
5, L-09,,,_recordBurn does not handle 0 _eth appropriately,https://github.com/code-423n4/2021-04-vader-findings/issues/269,,
5, L-10,,,getAnchorPrice potentially returns the wrong median,https://github.com/code-423n4/2021-04-vader-findings/issues/213,,
5, L-11,,,listAnchor sets _isCurated to true but forgets other parts of curation,https://github.com/code-423n4/2021-04-vader-findings/issues/271,,
5, L-12,,,curatePool emits Curated event no matter what,https://github.com/code-423n4/2021-04-vader-findings/issues/274,,
5, L-13,,,calculations of upgradedAmount is not overflow protected,https://github.com/code-423n4/2021-04-vader-findings/issues/277,,
5, L-14,,,flashProof is not effective at the start,https://github.com/code-423n4/2021-04-vader-findings/issues/307,,
5, L-15,,,Token can be burn through transfer ,https://github.com/code-423n4/2021-04-vader-findings/issues/262,,
5, L-16,,,You can vote for proposal still not existent,https://github.com/code-423n4/2021-04-vader-findings/issues/273,,
5, L-17,,,Out-of-bound index access in function getAnchorPrice,https://github.com/code-423n4/2021-04-vader-findings/issues/313,,
5, L-18,,,ERC20 race condition for allowances,https://github.com/code-423n4/2021-04-vader-findings/issues/35,,
5, L-19,,,Missing input validation may set rewardAddress to zero-address in Vader.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/160,,
5, L-20,,,Default value of curatedPoolLimit allows only one curated pool in Router.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/86,,
5, L-21,,,totalBurnt might be wrong ,https://github.com/code-423n4/2021-04-vader-findings/issues/32,,
5, L-22,,,Missing DAO functionality to call setParams() function in USDV.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/140,,
5, L-23,,,events can be emitted even after failed transaction,https://github.com/code-423n4/2021-04-vader-findings/issues/6,,
50, L-01,,,[L-01] Offchain voting can't be renabled in DAO Submitted by Ruhum,[L-01] Offchain voting can't be renabled in DAO?Submitted by Ruhum,,
50, L-02,,,[L-02] FSDNetwork.getFSDPrice() Is Vulnerable To Flash Loan Attacks Submitted by leastwood,[L-02]?FSDNetwork.getFSDPrice()?Is Vulnerable To Flash Loan Attacks?Submitted by leastwood,,
50, L-03,,,[L-03] Possible DOS by 1 of 3 assessors by replay attack Submitted by gzeon,[L-03] Possible DOS by 1 of 3 assessors by replay attack?Submitted by gzeon,,
50, L-04,,,"[L-04] Open TODOs Submitted by ye0lde, also found by gzeon, JMukesh, leastwood, and pants","[L-04] Open TODOs?Submitted by ye0lde, also found by gzeon, JMukesh, leastwood, and pants",,
50, L-05,,,"[L-05] FSD.mintBeta function has potentially blocking condition unrelated with documented logic Submitted by hyh, also found by 0x0x0x","[L-05]?FSD.mintBeta?function has potentially blocking condition unrelated with documented logic?Submitted by hyh, also found by 0x0x0x",,
50, L-06,,,"[L-06] Missing SafeMath & SafeCasts Submitted by cmichel, also found by rfa, Ruhum, and ye0lde","[L-06] Missing SafeMath & SafeCasts?Submitted by cmichel, also found by rfa, Ruhum, and ye0lde",,
51, L-01,,,"[L-01] Missing Zero-check Submitted by 0v3rf10w, also found by Reigada","[L-01] Missing Zero-check?Submitted by 0v3rf10w, also found by Reigada",,
51, L-02,,,"[L-02] Reentrancy Submitted by 0v3rf10w, also found by defsec","[L-02] Reentrancy?Submitted by 0v3rf10w, also found by defsec",,
51, L-03,,,"[L-03] No checking of admin_fee, wether it is <= max_admin_fee Submitted by JMukesh","[L-03] No checking of admin_fee, wether it is <= max_admin_fee?Submitted by JMukesh",,
51, L-04,,,[L-04] No event was emitted while setting fees and admin_fees in constructor Submitted by JMukesh,[L-04] No event was emitted while setting fees and admin_fees in constructor?Submitted by JMukesh,,
51, L-05,,,"[L-05] wrong operator used in checking the fees, adminfee, withdrawfee Submitted by JMukesh, also found by loop and ye0lde","[L-05] wrong operator used in checking the fees, adminfee, withdrawfee?Submitted by JMukesh, also found by loop and ye0lde",,
51, L-06,,,[L-06] revoke() Does Not Check Zero Address for _addr Submitted by Meta0xNull,[L-06] revoke() Does Not Check Zero Address for _addr?Submitted by Meta0xNull,,
51, L-07,,,[L-07] Incorrect event parameter used in emit Submitted by Reigada,[L-07] Incorrect event parameter used in emit?Submitted by Reigada,,
51, L-08,,,[L-08] Tokens not recoverable Submitted by Reigada,[L-08] Tokens not recoverable?Submitted by Reigada,,
51, L-09,,,[L-09] Vesting.revoke is missing a require statement Submitted by Reigada,[L-09] Vesting.revoke is missing a require statement?Submitted by Reigada,,
51, L-10,,,[L-10] Require statement missing in fallback and burnEtherForMember() functions Submitted by Reigada,[L-10] Require statement missing in fallback and burnEtherForMember() functions?Submitted by Reigada,,
51, L-11,,,[L-11] Check ERC20 token approve() function return value Submitted by Ruhum,[L-11] Check ERC20 token?approve()?function return value?Submitted by Ruhum,,
51, L-12,,,"[L-12] Vesting contract locks tokens for less time than expected Submitted by TomFrench, also found by pauliax","[L-12] Vesting contract locks tokens for less time than expected?Submitted by TomFrench, also found by pauliax",,
51, L-13,,,[L-13] Tokens with decimals larger than 18 are not supported Submitted by WatchPug,[L-13] Tokens with decimals larger than 18 are not supported?Submitted by WatchPug,,
51, L-14,,,[L-14] SwapUtils.sol Inconsistent parameter value of lpTokenSupply among Liquidity related events Submitted by WatchPug,[L-14]?SwapUtils.sol?Inconsistent parameter value of?lpTokenSupply?among?Liquidity?related events?Submitted by WatchPug,,
51, L-15,,,[L-15] # Missing parameter validation Submitted by cmichel,[L-15] # Missing parameter validation?Submitted by cmichel,,
51, L-16,,,[L-16] BasicSale has unused ERC20 code Submitted by cmichel,[L-16]?BasicSale?has unused ERC20 code?Submitted by cmichel,,
51, L-17,,,[L-17] BasicSale uses inaccurate secondsPerDay value Submitted by cmichel,[L-17]?BasicSale?uses inaccurate?secondsPerDay?value?Submitted by cmichel,,
51, L-18,,,[L-18] can withdraw shares on behalf of anyone Submitted by cmichel,[L-18] can withdraw shares on behalf of anyone?Submitted by cmichel,,
51, L-19,,,[L-19] Lack of maximum and minimum vesting amount check on the vesting function Submitted by defsec,[L-19] Lack of maximum and minimum vesting amount check on the vesting function?Submitted by defsec,,
51, L-20,,,"[L-20] Airdrop Supply differs Submitted by fr0zn, also found by pauliax","[L-20] Airdrop Supply differs?Submitted by fr0zn, also found by pauliax",,
51, L-21,,,"[L-21] Vesting.benVested storage variable can be simplified, while _claimableAmount's ""s <= benTotal[_addr]"" check is redundant and to be removed Submitted by hyh","[L-21] Vesting.benVested storage variable can be simplified, while _claimableAmount's ""s <= benTotal[_addr]"" check is redundant and to be removed?Submitted by hyh",,
51, L-22,,,[L-22] Incorrect require Statement in Vesting.claim() Submitted by leastwood,[L-22] Incorrect?require?Statement in?Vesting.claim()?Submitted by leastwood,,
51, L-23,,,[L-23] Usage of deprecated safeApprove Submitted by mics,[L-23] Usage of deprecated safeApprove?Submitted by mics,,
51, L-24,,,"[L-24] claimExact does not check claimable amount Submitted by nathaniel, also found by fr0zn","[L-24] claimExact does not check claimable amount?Submitted by nathaniel, also found by fr0zn",,
51, L-25,,,"[L-25] admin can override investor and stuck its funds in the system Submitted by pants, also found by defsec","[L-25] admin can override investor and stuck its funds in the system?Submitted by pants, also found by defsec",,
51, L-26,,,[L-26] Array out-of-bounds errors in BTCPoolDelegator Submitted by pants,[L-26] Array out-of-bounds errors in?BTCPoolDelegator?Submitted by pants,,
51, L-27,,,[L-27] Array out-of-bounds errors in ETHPoolDelegator Submitted by pants,[L-27] Array out-of-bounds errors in?ETHPoolDelegator?Submitted by pants,,
51, L-28,,,[L-28] Array out-of-bounds errors in USDPoolDelegator Submitted by pants,[L-28] Array out-of-bounds errors in?USDPoolDelegator?Submitted by pants,,
51, L-29,,,[L-29] payable vest Submitted by pauliax,[L-29] payable vest?Submitted by pauliax,,
51, L-30,,,[L-30] _recordBurn does not handle 0 _eth appropriately Submitted by pauliax,[L-30] _recordBurn does not handle 0 _eth appropriately?Submitted by pauliax,,
51, L-31,,,"[L-31] Usage of assert Submitted by pauliax, also found by leastwood","[L-31] Usage of assert?Submitted by pauliax, also found by leastwood",,
51, L-32,,,[L-32] Validations Submitted by pauliax,[L-32] Validations?Submitted by pauliax,,
51, L-33,,,"[L-33] Unclear Commented Out Code Submitted by ye0lde, also found by loop","[L-33] Unclear Commented Out Code?Submitted by ye0lde, also found by loop",,
51, L-34,,,"[L-34] Don't allow swapping the same token Submitted by Ruhum, also found by rfa","[L-34] Don't allow swapping the same token?Submitted by Ruhum, also found by rfa",,
52, L-01,,,"[L-01] _VADER_VETHER_CONVERSION_RATE Submitted by jayjonah8, also found by hack3r-0m","[L-01] _VADER_VETHER_CONVERSION_RATE?Submitted by jayjonah8, also found by hack3r-0m",,
52, L-02,,,[L-02] ReentrancyGuard for added protection Submitted by jayjonah8,[L-02] ReentrancyGuard for added protection?Submitted by jayjonah8,,
52, L-03,,,"[L-03] TwapOracle assumes a possibly incorrect number of decimals when scaling chainlink price feed Submitted by TomFrenchBlockchain, also found by pauliax and xYrYuYx","[L-03] TwapOracle assumes a possibly incorrect number of decimals when scaling chainlink price feed?Submitted by TomFrenchBlockchain, also found by pauliax and xYrYuYx",,
52, L-04,,,[L-04] _totalSupply can be different from actual supply Submitted by jayjonah8,[L-04] _totalSupply can be different from actual supply?Submitted by jayjonah8,,
52, L-05,,,"[L-05] Use _safeMint() instead of _mint() Submitted by Ruhum, also found by jayjonah8","[L-05] Use?_safeMint()?instead of?_mint()?Submitted by Ruhum, also found by jayjonah8",,
52, L-06,,,[L-06] Function LinearVesting.claim() will never meet require conditions Submitted by Reigada,[L-06] Function LinearVesting.claim() will never meet require conditions?Submitted by Reigada,,
52, L-07,,,[L-07] Did not check if vestor is address(0) Submitted by xYrYuYx,[L-07] Did not check if vestor is address(0)?Submitted by xYrYuYx,,
52, L-08,,,[L-08] TwapOracle / registerPair function could register VADER / USDV and USDV / VADER pools. Submitted by xYrYuYx,[L-08] TwapOracle / registerPair function could register VADER / USDV and USDV / VADER pools.?Submitted by xYrYuYx,,
52, L-09,,,[L-09] Missing events for owner only functions that change critical parameters Submitted by defsec,[L-09] Missing events for owner only functions that change critical parameters?Submitted by defsec,,
52, L-10,,,[L-10] Governance Veto lacks sufficient validation to protect against frontrunning Submitted by elprofesor,[L-10] Governance Veto lacks sufficient validation to protect against frontrunning?Submitted by elprofesor,,
52, L-11,,,"[L-11] Missing zero-address checks in multiple constructors Submitted by Reigada, also found by cmichel and Meta0xNull","[L-11] Missing zero-address checks in multiple constructors?Submitted by Reigada, also found by cmichel and Meta0xNull",,
52, L-12,,,"[L-12] Missing balance check before and after transfer, can lead to inconsistent amount due to fee on transfer Submitted by rfa","[L-12] Missing balance check before and after transfer, can lead to inconsistent amount due to fee on transfer?Submitted by rfa",,
52, L-13,,,[L-13] token allocation specs in contract code does not match with whitepaper Submitted by hack3r-0m,[L-13] token allocation specs in contract code does not match with whitepaper?Submitted by hack3r-0m,,
52, L-14,,,"[L-14] Open TODOs Submitted by ye0lde, also found by defsec, Meta0xNull, pants, and pauliax","[L-14] Open TODOs?Submitted by ye0lde, also found by defsec, Meta0xNull, pants, and pauliax",,
52, L-15,,,[L-15] No boundary checking for feeAmount (GovernorAlpha.sol) Submitted by ye0lde,[L-15] No boundary checking for feeAmount (GovernorAlpha.sol)?Submitted by ye0lde,,
52, L-16,,,[L-16] createEmission function specification and logic mismatch Submitted by hack3r-0m,[L-16] createEmission function specification and logic mismatch?Submitted by hack3r-0m,,
52, L-17,,,[L-17] Incompatibility With Rebasing/Deflationary/Inflationary tokens Submitted by defsec,[L-17] Incompatibility With Rebasing/Deflationary/Inflationary tokens?Submitted by defsec,,
52, L-18,,,[L-18] Add zero address validation in the GovernorAlpha contract Submitted by defsec,[L-18] Add zero address validation in the GovernorAlpha contract?Submitted by defsec,,
52, L-19,,,[L-19] Incorrect comments (technical issues) Submitted by ye0lde,[L-19] Incorrect comments (technical issues)?Submitted by ye0lde,,
52, L-20,,,[L-20] Function AdjustMaxSupply is incorrect (or at least confusing) Submitted by ye0lde,[L-20] Function AdjustMaxSupply is incorrect (or at least confusing)?Submitted by ye0lde,,
52, L-21,,,[L-21] Converter::constructor ignores return value from function call Submitted by pmerkleplant,[L-21]?Converter::constructor?ignores return value from function call?Submitted by pmerkleplant,,
52, L-22,,,[L-22] Converter.convert() Proofs Can Be Replayed On Other Chains Submitted by leastwood,[L-22]?Converter.convert()?Proofs Can Be Replayed On Other Chains?Submitted by leastwood,,
52, L-23,,,[L-23] setRewardsDuration() Lack of Input Validation May Break notifyRewardAmount() Submitted by Meta0xNull,[L-23] setRewardsDuration() Lack of Input Validation May Break notifyRewardAmount()?Submitted by Meta0xNull,,
52, L-24,,,[L-24] Tokens can be unsupported again Submitted by cmichel,[L-24] Tokens can be unsupported again?Submitted by cmichel,,
52, L-25,,,[L-25] Governor average block time is not up-to-date Submitted by cmichel,[L-25] Governor average block time is not up-to-date?Submitted by cmichel,,
52, L-26,,,[L-26] Using duplicate vesters tracks wrong total amount Submitted by cmichel,[L-26] Using duplicate vesters tracks wrong total amount?Submitted by cmichel,,
52, L-27,,,[L-27] No Transfer Ownership Pattern Submitted by defsec,[L-27] No Transfer Ownership Pattern?Submitted by defsec,,
52, L-28,,,[L-28] block.chainid may change in case of a hardfork Submitted by defsec,[L-28] block.chainid may change in case of a hardfork?Submitted by defsec,,
52, L-29,,,[L-29] Wrong comment in vaderToUsdv Submitted by gzeon,[L-29] Wrong comment in?vaderToUsdv?Submitted by gzeon,,
52, L-30,,,[L-30] VaderRouterV2#addLiquidity() is not compatible with the interface of UniswapV2Router02#addliquidity() Submitted by WatchPug,[L-30]?VaderRouterV2#addLiquidity()?is not compatible with the interface of UniswapV2Router02#addliquidity()?Submitted by WatchPug,,
52, L-31,,,[L-31] BasePoolV2#rescue() should be nonReentrant Submitted by WatchPug,[L-31]?BasePoolV2#rescue()?should be?nonReentrant?Submitted by WatchPug,,
52, L-32,,,[L-32] Unsafe type casting Submitted by WatchPug,[L-32] Unsafe type casting?Submitted by WatchPug,,
52, L-33,,,[L-33] Possibility of reducing the maxSupply of Vader Submitted by ksk2345,[L-33] Possibility of reducing the maxSupply of Vader?Submitted by ksk2345,,
52, L-34,,,[L-34] Router#initialize() Lack of input validation for reserve asset Submitted by WatchPug,[L-34]?Router#initialize()?Lack of input validation for?reserve?asset?Submitted by WatchPug,,
52, L-35,,,[L-35] Toggle function Submitted by pauliax,[L-35] Toggle function?Submitted by pauliax,,
52, L-36,,,[L-36] Contracts VaderPoolFactory and VaderReserve can be initialized multiple times Submitted by pauliax,[L-36] Contracts VaderPoolFactory and VaderReserve can be initialized multiple times?Submitted by pauliax,,
52, L-37,,,[L-37] block times 13s -> 12s Submitted by pauliax,[L-37] block times 13s -> 12s?Submitted by pauliax,,
52, L-38,,,[L-38] Unique vesters Submitted by pauliax,[L-38] Unique vesters?Submitted by pauliax,,
52, L-39,,,[L-39] setComponents function specs and logic mismatch Submitted by hack3r-0m,[L-39] setComponents function specs and logic mismatch?Submitted by hack3r-0m,,
52, L-40,,,[L-40] Owner can maliciously set itself as dao Submitted by hack3r-0m,[L-40] Owner can maliciously set itself as dao?Submitted by hack3r-0m,,
52, L-41,,,[L-41] inconsistent use of msg.sender and _msgSender() Submitted by hack3r-0m,[L-41] inconsistent use of msg.sender and _msgSender()?Submitted by hack3r-0m,,
53, L-01,,,[L-01] 1:1 linkage between factory and reserve prevents desired upgradability path. Submitted by TomFrench,[L-01] 1:1 linkage between factory and reserve prevents desired upgradability path.?Submitted by TomFrench,,
53, L-02,,,[L-02] claimFees may end up locking user funds Submitted by 0xngndev,[L-02]?claimFees?may end up locking user funds?Submitted by 0xngndev,,
53, L-03,,,[L-03] Use SafeERC20 instead of IERC20 in contracts/mocks/DummyRouter.sol Submitted by fatima_naz,[L-03] Use SafeERC20 instead of IERC20 in contracts/mocks/DummyRouter.sol?Submitted by fatima_naz,,
53, L-04,,,"[L-04] FeeSplitter: totalWeights can be set to 0 by onlyOwner Submitted by GiveMeTestEther, also found by pauliax","[L-04] FeeSplitter: totalWeights?can be set to 0 by?onlyOwner?Submitted by GiveMeTestEther, also found by pauliax",,
53, L-05,,,"[L-05] ExchangeHelpers: in setMaxAllowance, safeApprove shouldn't be used Submitted by PierrickGT, also found by harleythedog, pants, gzeon, and WatchPug","[L-05]?ExchangeHelpers: in?setMaxAllowance,?safeApprove?shouldn't be used?Submitted by PierrickGT, also found by harleythedog, pants, gzeon, and WatchPug",,
53, L-06,,,"[L-06] Unchecked return value in triggerForToken() Submitted by palina, also found by pauliax","[L-06] Unchecked return value in?triggerForToken()?Submitted by palina, also found by pauliax",,
