Contest ID, Bug ID,,, Bug Description,link,
36, M-21,,,Zero weighted baskets are allowed to steal funds,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/21,
36, M-22,,,Incorrect data location specifier can be abused to cause DoS and fund loss,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/168,
36, M-23,,,Auction settler can steal user funds if bond timestamp is high enough,https://github.com/code-423n4/2021-09-defiprotocol-findings/issues/45,
37, M-01,,,exitTempusAMM can be made to fail ,https://github.com/code-423n4/2021-10-tempus-findings/issues/21,
37, M-02,,,depositAndFix can be made to fail,https://github.com/code-423n4/2021-10-tempus-findings/issues/20,
39, M-01,,,Admin is a single-point of failure without any mitigations,https://github.com/code-423n4/2021-09-swivel-findings/issues/95,
39, M-02,,,Missing event & timelock for critical onlyAdmin functions,https://github.com/code-423n4/2021-09-swivel-findings/issues/101,
39, M-03,,,Previously created markets can be overwritten,https://github.com/code-423n4/2021-09-swivel-findings/issues/97,
39, M-04,,,fee-on-transfer underlying can cause problems,https://github.com/code-423n4/2021-09-swivel-findings/issues/156,
39, M-05,,,Swivel: implementation for initiateZcTokenFillingZcTokenExit is incorrect,https://github.com/code-423n4/2021-09-swivel-findings/issues/38,
41, M-01,,,Basket.sol#mint() Malfunction due to extra nonReentrant modifier,https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/59,
41, M-02,,,Setting Factory.auctionDecrement to zero causes Denial of Service in Auction.settleAuction(),https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/24,
41, M-03,,,Setting Factory.bondPercentDiv to zero cause Denial of Service in Auction.bondForRebalance(),https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/23,
41, M-04,,,Fee on transfer tokens do not work within the protocol,https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/78,
41, M-05,,,createBasket re-entrancy,https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/85,
41, M-06,,,Validations,https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/84,
41, M-07,,,Basket becomes unusable if everybody burns their shares,https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/49,
41, M-08,,,Auction bonder can steal user funds if bond block is high enough,https://github.com/code-423n4/2021-10-defiprotocol-findings/issues/51,
42, M-01,,,liquidation factor < collateral factor for Sigma type,https://github.com/code-423n4/2021-10-mochi-findings/issues/126,
42, M-02,,,regerralFeePool is vulnerable to MEV searcher,regerralFeePool is vulnerable to MEV searcher 路 Issue #62 路 code-423n4/2021-10-mochi-findings 路 GitHub,
42, M-03,,,A malicious user can potentially escape liquidation by creating a dust amount position and trigger the liquidation by themself ,https://github.com/code-423n4/2021-10-mochi-findings/issues/127,
42, M-04,,,Unchecked ERC20 transfer calls,https://github.com/code-423n4/2021-10-mochi-findings/issues/75,
42, M-05,,,Chainlink's latestRoundData might return stale or incorrect results,https://github.com/code-423n4/2021-10-mochi-findings/issues/87,
42, M-06,,,Debt accrual is path-dependant and inaccurate,https://github.com/code-423n4/2021-10-mochi-findings/issues/129,
42, M-07,,,Changing engine.nft contract breaks vaults,https://github.com/code-423n4/2021-10-mochi-findings/issues/130,
42, M-08,,,UniswapV2/SushiwapLPAdapter update the wrong token ,https://github.com/code-423n4/2021-10-mochi-findings/issues/134,
42, M-09,,,UniswapV2TokenAdapter does not support Sushiswap-only assets,https://github.com/code-423n4/2021-10-mochi-findings/issues/135,
42, M-10,,,griefing attack to block withdraws ,https://github.com/code-423n4/2021-10-mochi-findings/issues/21,
42, M-11,,,borrow function will borrow max cf when trying to borrow > cf,https://github.com/code-423n4/2021-10-mochi-findings/issues/45,
42, M-12,,,anyone can create a vault by directly calling the factory,https://github.com/code-423n4/2021-10-mochi-findings/issues/80,
42, M-13,,,Improper Validation Of create2 Return Value,https://github.com/code-423n4/2021-10-mochi-findings/issues/155,
42, M-14,,,MochiTreasuryV0.withdrawLock() Is Callable When Locking Has Been Toggled,https://github.com/code-423n4/2021-10-mochi-findings/issues/161,
42, M-15,,,MochiTreasuryV0.sol Is Unusable In Its Current State,https://github.com/code-423n4/2021-10-mochi-findings/issues/168,
43, M-01,,,reward tokens could get lost due to rounding down,https://github.com/code-423n4/2021-10-covalent-findings/issues/10,
43, M-02,,,Incorrect updateGlobalExchangeRate implementation,https://github.com/code-423n4/2021-10-covalent-findings/issues/17,
43, M-03,,,Validator can fail to receive commission reward in redeemAllRewards,https://github.com/code-423n4/2021-10-covalent-findings/issues/65,
44, M-01,,,Swap.sol implements potentially dangerous transfer,https://github.com/code-423n4/2021-10-tally-findings/issues/20,
44, M-02,,,Unused ERC20 tokens are not refunded,https://github.com/code-423n4/2021-10-tally-findings/issues/36,
44, M-03,,,Users can avoid paying fees for ETH swaps,https://github.com/code-423n4/2021-10-tally-findings/issues/68,
45, M-01,,,Wrong implementation of CreditLimitByMedian.sol#getLockedAmount() will lock a much bigger total amount of staked tokens than expected,https://github.com/code-423n4/2021-10-union-findings/issues/81,
45, M-02,,,Rebalance will fail due to low precision of percentages,https://github.com/code-423n4/2021-10-union-findings/issues/64,
45, M-03,,,UnionToken should check whitelist on from?,https://github.com/code-423n4/2021-10-union-findings/issues/69,
45, M-04,,,Change in interest rate can disable repay of loan,https://github.com/code-423n4/2021-10-union-findings/issues/21,
45, M-05,,,Comptroller rewards can be artificially inflated and drained by manipulating [totalStaked - totalFrozen] (or: wrong rewards calculation),https://github.com/code-423n4/2021-10-union-findings/issues/78,
45, M-06,,,"debtWriteOff updates totalFrozen immaturely, thereby losing staker rewards",https://github.com/code-423n4/2021-10-union-findings/issues/28,
45, M-07,,,UserManager: totalStaked ≥ totalFrozen should be checked before and after totalFrozen is updated,https://github.com/code-423n4/2021-10-union-findings/issues/47,
45, M-08,,,MAX_TRUST_LIMIT might be too high,https://github.com/code-423n4/2021-10-union-findings/issues/5,
45, M-09,,,Duplicate utoken and usermanager can be added which cannot be deleted,https://github.com/code-423n4/2021-10-union-findings/issues/81,
45, M-10,,,User Fund loss in case of Unsupported Market token deposit,https://github.com/code-423n4/2021-10-union-findings/issues/9,
45, M-11,,,Rebalance will fail if a market has high utilization,https://github.com/code-423n4/2021-10-union-findings/issues/63,
47, M-01,,,Unable to transfer WrappedIbbtc if Oracle go down,https://github.com/code-423n4/2021-10-badgerdao-findings/issues/20,
47, M-02,,,Null check in pricePerShare,https://github.com/code-423n4/2021-10-badgerdao-findings/issues/90,
47, M-03,,,hard to clear balance,https://github.com/code-423n4/2021-10-badgerdao-findings/issues/24,
47, M-04,,,No sanity check on pricePerShare might lead to lost value,https://github.com/code-423n4/2021-10-badgerdao-findings/issues/68,
49, M-01,,,isUnderwater returns opposite boolean for short positions ,https://github.com/code-423n4/2021-11-overlay-findings/issues/53,
49, M-02,,,pow() is missing check on input parameters with 0 value,https://github.com/code-423n4/2021-11-overlay-findings/issues/54,
49, M-03,,,Can't enableCollateral after a disableCollateral,https://github.com/code-423n4/2021-11-overlay-findings/issues/55,
49, M-04,,,_totalSupply not updated in _transferMint() and _transferBurn(),https://github.com/code-423n4/2021-11-overlay-findings/issues/59,
49, M-05,,,Fee double counting for underwater positions,https://github.com/code-423n4/2021-11-overlay-findings/issues/134,
49, M-06,,,Timelock and events for governor functions,https://github.com/code-423n4/2021-11-overlay-findings/issues/120,
49, M-07,,,Cached version of ovl may be outdated ,https://github.com/code-423n4/2021-11-overlay-findings/issues/129,
49, M-08,,,OverlayToken.burn function could burn tokens of any user ,https://github.com/code-423n4/2021-11-overlay-findings/issues/22,
49, M-09,,,Improper Upper Bound Definition on the Fee,https://github.com/code-423n4/2021-11-overlay-findings/issues/77,
5, M-01,,,User may not get IL protection if certain functions are called directly in Pools.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/120,
5, M-02,,,Undefined behavior for DAO and GRANT vote proposals in DAO.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/183,
5, M-03,,,Lack of input validation in replacePool() allows curated pool limit bypass in Router.sol ,https://github.com/code-423n4/2021-04-vader-findings/issues/87,
5, M-04,,,flashProof is not flash-proof,https://github.com/code-423n4/2021-04-vader-findings/issues/218,
5, M-05,,,Interest debt is capped after a year,https://github.com/code-423n4/2021-04-vader-findings/issues/219,
5, M-06,,,Canceled proposals can still be executed,https://github.com/code-423n4/2021-04-vader-findings/issues/228,
5, M-07,,,Completed proposals can be voted on and executed again,https://github.com/code-423n4/2021-04-vader-findings/issues/229,
5, M-09,,,Divide before multiply,https://github.com/code-423n4/2021-04-vader-findings/issues/255,
5, M-10,,,Incorrect operator used in deploySynth() of Pools.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/124,
5, M-11,,,Allowing duplicated anchors could cause bias on anchor price.,https://github.com/code-423n4/2021-04-vader-findings/issues/314,
5, M-12,,,Transfer fee avoidance,Transfer fee avoidance · Issue #33 · code-423n4/2021-04-vader-findings · GitHub,
5, M-13,,,Init function can be called by everyone,https://github.com/code-423n4/2021-04-vader-findings/issues/183,
5, M-14,,,Pool functions can be called before initialization in init() of Pools.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/114,
5, M-15,,,changeDAO should be a two-step process in Vader.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/162,
5, M-16,,,Copy-paste bug leading to incorrect harvest rewards in Vault.sol,https://github.com/code-423n4/2021-04-vader-findings/issues/51,
5, M-17,,,Vader.redeemToMember() vulnerable to front running,https://github.com/code-423n4/2021-04-vader-findings/issues/36,
50, M-01,,,TributeAccrual.availableTribute() & TributeAccrual.availableGovernanceTribute() Distributes Tributes Unfairly ,https://github.com/code-423n4/2021-11-fairside-findings/issues/104,
50, M-02,,,user.creation is updated incorrectly when the user tries to extend membership,https://github.com/code-423n4/2021-11-fairside-findings/issues/61,
51, M-01,,,Unchecked transfers,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/31,
51, M-02,,,Unchecked low-level calls,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/145,
51, M-03,,,Investor can't claim the last tokens (via claim() ),https://github.com/code-423n4/2021-11-bootfinance-findings/issues/131,
51, M-04,,,Get virtual price is not monotonically increasing,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/185,
51, M-05,,,Stop ramp target price would create huge arbitrage space.,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/208,
51, M-07,,,MainToken.set_mint_multisig() doesn't check that _minting_multisig doesn't equal zero,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/66,
51, M-08,,,LPToken.set_minter() doesn't check that _minter doesn't equal zero ,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/69,
51, M-09,,,NFT flashloans can bypass sale constraints,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/276,
51, M-10,,,Can't claim last part of airdrop,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/130,
51, M-11,,,Overwrite benRevocable,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/132,
51, M-12,,,No Transfer Ownership Pattern,https://github.com/code-423n4/2021-11-bootfinance-findings/issues/35,
52, M-01,,,Unbounded loop in TwapOracle.update can result in oracle being locked,https://github.com/code-423n4/2021-11-vader-findings/issues/8,
52, M-02,,,Should a Chainlink aggregator become stuck in a stale state then TwapOracle will become irrecoverably broken ,https://github.com/code-423n4/2021-11-vader-findings/issues/16,
52, M-03,,,Permissioned nature of TwapOracle allows owner to manipulate oracle ,https://github.com/code-423n4/2021-11-vader-findings/issues/20,
52, M-04,,,Inconsistent balance when supplying transfer-on-fee or deflationary tokens,https://github.com/code-423n4/2021-11-vader-findings/issues/30,
52, M-05,,,LinearVesting does not calculate vested amount linearly ,https://github.com/code-423n4/2021-11-vader-findings/issues/44,
52, M-06,,,add liquidity is vulnerable to sandwich attack,https://github.com/code-423n4/2021-11-vader-findings/issues/67,
52, M-07,,,"Missing hasStarted modifier, can lead to user vesting before the owner begin the vesting",https://github.com/code-423n4/2021-11-vader-findings/issues/90,
52, M-08,,,User may not receive the full amount of IL compensation ,https://github.com/code-423n4/2021-11-vader-findings/issues/100,
52, M-09,,,The first lp provider can destroy the pool,https://github.com/code-423n4/2021-11-vader-findings/issues/109,
52, M-10,,,SHOULD CHECK RETURN DATA FROM CHAINLINK AGGREGATORS,https://github.com/code-423n4/2021-11-vader-findings/issues/120,
52, M-11,,,TWAP Oracle inflexible _updatePeriod,https://github.com/code-423n4/2021-11-vader-findings/issues/136,
52, M-12,,,Missing duplicate veto check,https://github.com/code-423n4/2021-11-vader-findings/issues/137,
52, M-13,,,BasePool.mint() Is Callable By Anyone,https://github.com/code-423n4/2021-11-vader-findings/issues/148,
52, M-14,,,BasePool.swap() Is Callable By Anyone,https://github.com/code-423n4/2021-11-vader-findings/issues/149,
52, M-15,,,Lacking Validation Of Chainlink' Oracle Queries,https://github.com/code-423n4/2021-11-vader-findings/issues/151,
52, M-16,,,Governor's veto protection can be exploited,https://github.com/code-423n4/2021-11-vader-findings/issues/167,
52, M-17,,,Vests can be denied,https://github.com/code-423n4/2021-11-vader-findings/issues/169,
52, M-18,,,TWAPOracle.getRate does not scale the ratio,https://github.com/code-423n4/2021-11-vader-findings/issues/172,
52, M-19,,,Unclear TwapOracle.consult algorithm,https://github.com/code-423n4/2021-11-vader-findings/issues/173,
52, M-20,,,Tokens with fee on transfer are not supported,https://github.com/code-423n4/2021-11-vader-findings/issues/193,
52, M-21,,,VaderPoolV2.rescue results in loss of funds rather than recoverability,https://github.com/code-423n4/2021-11-vader-findings/issues/251,
52, M-22,,,No way to remove GasThrottle after deployment,https://github.com/code-423n4/2021-11-vader-findings/issues/256,
52, M-23,,,Users Can Reset Bond Depositor's Vesting Period,https://github.com/code-423n4/2021-11-vader-findings/issues/259,
53, M-01,,,setReserve() can be front-run,https://github.com/code-423n4/2021-11-nested-findings/issues/82,
53, M-02,,,FeeSplitter: No sanity check to prevent shareholder from being added twice.,https://github.com/code-423n4/2021-11-nested-findings/issues/135,
53, M-03,,,NestedFactory: Ensure zero msg.value if transferring from user and inputToken is not ETH,https://github.com/code-423n4/2021-11-nested-findings/issues/136,
53, M-04,,,FeeSplitter: Unbounded number of shareholders can cause DOS,https://github.com/code-423n4/2021-11-nested-findings/issues/137,
53, M-05,,,isResolverCached() will always return false after removing operator ,https://github.com/code-423n4/2021-11-nested-findings/issues/139,
53, M-06,,,NestedFactory.sol#_submitInOrders() Wrong implementation cause users to be overcharged,https://github.com/code-423n4/2021-11-nested-findings/issues/160,
53, M-07,,,Ensure on-chain that cache is synced,https://github.com/code-423n4/2021-11-nested-findings/issues/217,
53, M-08,,,Passing multiple ETH deposits in orders array will use the same msg.value many times,https://github.com/code-423n4/2021-11-nested-findings/issues/226,
54, M-01,,,Unlock: free UDT arbitrage opportunity,https://github.com/code-423n4/2021-11-unlock-findings/issues/70,
54, M-02,,,Potential economic attack on UDT grants to the referrer,https://github.com/code-423n4/2021-11-unlock-findings/issues/186,
54, M-03,,,Support of different ERC20 tokens,https://github.com/code-423n4/2021-11-unlock-findings/issues/221,
54, M-04,,,Key buyers will not be able to get refund if lock manager withdraws profits,https://github.com/code-423n4/2021-11-unlock-findings/issues/50,
54, M-05,,,Refund mechanism doesn't take into account that key price can change ,https://github.com/code-423n4/2021-11-unlock-findings/issues/53,
54, M-06,,,Key transfer will destroy key if from==to,https://github.com/code-423n4/2021-11-unlock-findings/issues/87,
54, M-07,,,MixinPurchase:shareKey allows to generate keys without purchasing,https://github.com/code-423n4/2021-11-unlock-findings/issues/242,
54, M-08,,,Frontrunning PublicLock.initialize() can prevent upgrades due to insufficient access control,https://github.com/code-423n4/2021-11-unlock-findings/issues/132,
54, M-09,,,Referrer discount token amount can be manipulated,https://github.com/code-423n4/2021-11-unlock-findings/issues/155,
54, M-10,,,Inaccurate fees computation,https://github.com/code-423n4/2021-11-unlock-findings/issues/165,
54, M-11,,,Missing scaling factor in recordKeyPurchase?,https://github.com/code-423n4/2021-11-unlock-findings/issues/156,
54, M-12,,,Missing maxNumberOfKeys checks in shareKey and grantKey,https://github.com/code-423n4/2021-11-unlock-findings/issues/55,
54, M-13,,,Malicious user can get infinite free trial by repeatedly refund and repurchase right before the freeTrial ends,https://github.com/code-423n4/2021-11-unlock-findings/issues/189,
54, M-14,,,MixinRefunds: frontrun updateKeyPricing() for free profit,https://github.com/code-423n4/2021-11-unlock-findings/issues/72,
55, M-01,,,Anyone can call closeLoan() to close the loan,https://github.com/code-423n4/2021-12-maple-findings/issues/46,
55, M-02,,,Unsafe implementation of fundLoan() allows attacker to steal collateral from an unfunded loan,https://github.com/code-423n4/2021-12-maple-findings/issues/47,
56, M-01,,,Prevent Minting During Emergency Exit,https://github.com/code-423n4/2021-11-yaxis-findings/issues/12,
57, M-01,,,Improper implementation of slippage check,https://github.com/code-423n4/2021-11-badgerzaps-findings/issues/47,
57, M-02,,,Missing _token.approve() to curvePool in setZapConfig,https://github.com/code-423n4/2021-11-badgerzaps-findings/issues/53,
57, M-03,,,Zap contract's redeem() function doesn't check which token the user wants to receive,https://github.com/code-423n4/2021-11-badgerzaps-findings/issues/2,
57, M-04,,,Excessive require makes the transaction fail unexpectedly,https://github.com/code-423n4/2021-11-badgerzaps-findings/issues/50,
57, M-05,,,No slippage control on deposit of IbbtcVaultZap.sol,https://github.com/code-423n4/2021-11-badgerzaps-findings/issues/71,
57, M-06,,,calcMint always return poolId=0 and idx=0,https://github.com/code-423n4/2021-11-badgerzaps-findings/issues/72,
58, M-01,,,User deposits don't have min. return checks,https://github.com/code-423n4/2021-12-mellow-findings/issues/46,
58, M-02,,,Withdraw from AaveVault will receive less than actual share,https://github.com/code-423n4/2021-12-mellow-findings/issues/82,
58, M-03,,,Users can avoid paying vault fees,https://github.com/code-423n4/2021-12-mellow-findings/issues/47,
58, M-04,,,ChiefTrader.sol Wrong implementation of swapExactInput() and swapExactOutput(),https://github.com/code-423n4/2021-12-mellow-findings/issues/108,
58, M-05,,,Admin can break _numberOfValidTokens,https://github.com/code-423n4/2021-12-mellow-findings/issues/49,
58, M-06,,,UniswapV3's path issue for swapExactOutput,https://github.com/code-423n4/2021-12-mellow-findings/issues/50,
58, M-07,,,Bad redirects can make it impossible to deposit & withdraw,https://github.com/code-423n4/2021-12-mellow-findings/issues/44,
59, M-01,,,TIMELOCK_ROLE Has Absolute Power to Withdraw All FUND May Raise Red Flags for Investors,https://github.com/code-423n4/2021-11-malt-findings/issues/125,
59, M-02,,,Frontrunning in UniswapHandler calls to UniswapV2Router ,https://github.com/code-423n4/2021-11-malt-findings/issues/219,
59, M-03,,,AbstractRewardMine.sol#setRewardToken is dangerous,https://github.com/code-423n4/2021-11-malt-findings/issues/285,
59, M-04,,,The Power Structure is Too Centralized And Protocol May Break If Anything Happen to Admin ,https://github.com/code-423n4/2021-11-malt-findings/issues/124,
59, M-05,,,_notSameBlock() can be circumvented in bondToAccount() ,https://github.com/code-423n4/2021-11-malt-findings/issues/195,
59, M-06,,,AbstractRewardMine - Re-entrancy attack during withdrawal,https://github.com/code-423n4/2021-11-malt-findings/issues/333,
59, M-07,,,"MovingAverage.setSampleMemory() may broke MovingAverage, making the value of exchangeRate in StabilizerNode.stabilize() being extremely wrong",https://github.com/code-423n4/2021-11-malt-findings/issues/313,
59, M-08,,,_getFirstSample returns wrong sample if count < sampleMemory,https://github.com/code-423n4/2021-11-malt-findings/issues/252,
59, M-09,,,UniswapHandler.maltMarketPrice returns wrong decimals,https://github.com/code-423n4/2021-11-malt-findings/issues/255,
59, M-10,,,AuctionParticipant.sol: setReplenishingIndex mistake could freeze unclaimed tokens,https://github.com/code-423n4/2021-11-malt-findings/issues/88,
59, M-11,,,No max for advanceIncentive ,https://github.com/code-423n4/2021-11-malt-findings/issues/190,
59, M-12,,,Permissions - return values not checked when sending ETH,https://github.com/code-423n4/2021-11-malt-findings/issues/329,
59, M-13,,,Reducing the epoch length results in leaking value from advancement incentives,https://github.com/code-423n4/2021-11-malt-findings/issues/4,
59, M-14,,,Wrong permissions on reassignGlobalAdmin,https://github.com/code-423n4/2021-11-malt-findings/issues/250,
59, M-15,,,Bonding doesn't work with fee-on transfer tokens ,https://github.com/code-423n4/2021-11-malt-findings/issues/251,
59, M-16,,,theft of system profit ,https://github.com/code-423n4/2021-11-malt-findings/issues/56,
59, M-17,,,Auction collateralToken won't work if token is fee-on-transfer token,https://github.com/code-423n4/2021-11-malt-findings/issues/227,
59, M-18,,,AuctionParticipant.sol: purchaseArbitrageTokens should not push duplicate auctions,https://github.com/code-423n4/2021-11-malt-findings/issues/87,
59, M-19,,,MiningService.setBonding should use BONDING role instead of REINVESTOR one,https://github.com/code-423n4/2021-11-malt-findings/issues/370,
59, M-20,,,Users Can Contribute To An Auction Without Directly Committing Collateral Tokens,https://github.com/code-423n4/2021-11-malt-findings/issues/188,
59, M-21,,,StabilizerNode Will Mint An Incentive For Triggering An Auction Even If An Auction Exists Already ,https://github.com/code-423n4/2021-11-malt-findings/issues/191,
59, M-22,,,_calculateMaltRequiredForExit Uses Spot Price To Calculate Malt Quantity In exitEarly,https://github.com/code-423n4/2021-11-malt-findings/issues/215,
59, M-23,,,addLiquidity Does Not Reset Approval If Not All Tokens Were Added To Liquidity Pool ,https://github.com/code-423n4/2021-11-malt-findings/issues/228,
59, M-24,,,_distributeRewards Does Not Reset Approval If Not All Tokens Were Allocated,https://github.com/code-423n4/2021-11-malt-findings/issues/229,
59, M-25,,,AMM pool can be drained using a flashloan and calling stabilize,https://github.com/code-423n4/2021-11-malt-findings/issues/372,
59, M-26,,,Dutch auction can be manipulated,https://github.com/code-423n4/2021-11-malt-findings/issues/375,
59, M-27,,,Slippage checks when adding liquidity are too strict,https://github.com/code-423n4/2021-11-malt-findings/issues/257,
59, M-28,,,Bonding.sol _unbondAndBreak does not account for edge case where no tokens are returned ,https://github.com/code-423n4/2021-11-malt-findings/issues/234,
59, M-29,,,User can bypass Recovery Mode via UniswapHandler to buy Malt ,https://github.com/code-423n4/2021-11-malt-findings/issues/325,
59, M-30,,,Malt Protocol Uses Stale Results From MaltDataLab Which Can Be Abused By Users,https://github.com/code-423n4/2021-11-malt-findings/issues/373,
6, M-00,,,Legacy Function Usage,https://github.com/code-423n4/2021-04-meebits-findings/issues/14,
6, M-01,,,randomIndex is not truly random - possibility of predictably minting a specific token Id,https://github.com/code-423n4/2021-04-meebits-findings/issues/30,
6, L-00,,,Atypical contract structure affects maintainability and readability,https://github.com/code-423n4/2021-04-meebits-findings/issues/23,
6, L-01,,,Mint can be front-run,https://github.com/code-423n4/2021-04-meebits-findings/issues/20,
6, L-02,,,Incorrect Implementation,https://github.com/code-423n4/2021-04-meebits-findings/issues/16,
6, L-03,,,Missing error messages in require statements of various function,https://github.com/code-423n4/2021-04-meebits-findings/issues/40,
6, L-04,,,Missing event in critical devMint() function,https://github.com/code-423n4/2021-04-meebits-findings/issues/42,
6, L-05,,,SafeMath library asserts instead of reverts,https://github.com/code-423n4/2021-04-meebits-findings/issues/17,
6, G-00,,,Explicit initialization with zero not required for numTokens,https://github.com/code-423n4/2021-04-meebits-findings/issues/26,
6, G-01,,,Numerous Gas Optimizations,https://github.com/code-423n4/2021-04-meebits-findings/issues/15,
6, G-02,,,state variables that could be declared constant,https://github.com/code-423n4/2021-04-meebits-findings/issues/30,
6, G-03,,,public function that could be declared external,https://github.com/code-423n4/2021-04-meebits-findings/issues/5,
6, G-04,,,Optimizations storage,https://github.com/code-423n4/2021-04-meebits-findings/issues/83,
6, G-05,,,creatorNftMints is assigned only 0 or 1,https://github.com/code-423n4/2021-04-meebits-findings/issues/68,
6, G-06,,,Require() not needed,https://github.com/code-423n4/2021-04-meebits-findings/issues/67,
6, G-07,,,PauseMarket() can be optimized,https://github.com/code-423n4/2021-04-meebits-findings/issues/69,
61, M-01,,,Ether can be locked in the PoolFactory contract without a way to retrieve it ,https://github.com/code-423n4/2021-12-sublime-findings/issues/168,
61, M-02,,,CreditLine.liquidate doesn't transfer borrowed ETH to a lender,https://github.com/code-423n4/2021-12-sublime-findings/issues/90,
61, M-03,,,Collateral can be deposited in a finished pool,https://github.com/code-423n4/2021-12-sublime-findings/issues/169,
61, M-04,,,Unlinked address can link immediately again,https://github.com/code-423n4/2021-12-sublime-findings/issues/54,
61, M-05,,,Extension voting threshold check needs to rerun on each transfer,https://github.com/code-423n4/2021-12-sublime-findings/issues/141,
61, M-06,,,NoYield.sol Tokens with fee on transfer are not supported,https://github.com/code-423n4/2021-12-sublime-findings/issues/142,
61, M-07,,,AaveYield: Misspelled external function name making functions fail,https://github.com/code-423n4/2021-12-sublime-findings/issues/42,
61, M-08,,,Missing approve(0),https://github.com/code-423n4/2021-12-sublime-findings/issues/97,
62, M-01,,,LockeERC20 is vulnerable to frontrun attack,https://github.com/code-423n4/2021-11-streaming-findings/issues/55,
62, M-02,,,Any arbitraryCall gathered airdrop can be stolen with recoverTokens,https://github.com/code-423n4/2021-11-streaming-findings/issues/162,
62, M-03,,,This protocol doesn't support all fee on transfer tokens,https://github.com/code-423n4/2021-11-streaming-findings/issues/192,
62, M-04,,,arbitraryCall() can get blocked by an attacker,https://github.com/code-423n4/2021-11-streaming-findings/issues/47,
62, M-05,,,Storage variable unstreamed can be artificially inflated,https://github.com/code-423n4/2021-11-streaming-findings/issues/118,
64, M-01,,,cancelPromotion() Unable to cancel unstarted promotions,https://github.com/code-423n4/2021-12-pooltogether-findings/issues/101,
64, M-02,,,getRewardsAmount doesn't check epochs haven't been claimed,https://github.com/code-423n4/2021-12-pooltogether-findings/issues/50,
64, M-03,,,Dust Token Balances Cannot Be Claimed By An admin Account,https://github.com/code-423n4/2021-12-pooltogether-findings/issues/75,
64, M-04,,,Unsafe uint64 casting may overflow ,https://github.com/code-423n4/2021-12-pooltogether-findings/issues/123,
64, M-05,,,Missing Check When Transferring Tokens Out For A Given Promotion,https://github.com/code-423n4/2021-12-pooltogether-findings/issues/70,
65, M-01,,,Missing cap on LicenseFee,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/154,
65, M-02,,,Publisher can lock all user funds in the Basket in order to force a user to have their bond burned,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/53,
65, M-03,,,Basket.sol#auctionBurn calculates ibRatio wrong,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/144,
65, M-04,,,Reentrancy vulnerability in Basket contract's initialize() method. ,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/176,
65, M-05,,,Change in auctionMultiplier/auctionDecrement change profitability of auctions and factory can steal all tokens from a basket abusing it,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/145,
65, M-06,,,Basket can be fully drained if the auction is settled within a specific block,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/74,
65, M-07,,,"Auction.sol#settleAuction() Bonder may not be able to settle a bonded auction, leading to loss of funds ",https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/106,
65, M-08,,,Lost fees due to precision loss in fees calculation,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/60,
65, M-09,,,Basket:handleFees fee calculation is wrong,Basket:handleFees fee calculation is wrong · Issue #43 · code-423n4/2021-12-defiprotocol-findings · GitHub,
65, M-10,,,Fee calculation is slightly off,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/152,
65, M-11,,,Basket:handleFees(): fees are overcharged,https://github.com/code-423n4/2021-12-defiprotocol-findings/issues/170,
66, M-01,,,Wrong lastBuyBackPrice,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/206,
66, M-02,,,SHOULD CHECK RETURN DATA FROM CHAINLINK AGGREGATORS,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/91,
66, M-03,,,Unwhitelisted token can cause disaster,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/146,
66, M-04,,,Out of gas.,https://github.com/code-423n4/2021-12-yetifinance-findings/issues/151,
